SaleID,price
200454,1202
200455,8296
200456,1234
200457,1423
200458,758
200459,4570
200460,3136
200461,3768
200462,5790
200463,8155
200464,1322
200465,9147
200466,2353
200467,3014
200468,2116
200469,338
200470,9851
200471,462
200472,8927
200473,46604
200474,1781
200475,3685
200476,12214
200477,5217
200478,4938
200479,1272
200480,6439
200481,1692
200482,1502
200483,2686
200484,2364
200485,4702
200486,5314
200487,9189
200488,1126
200489,5745
200490,8614
200491,8356
200492,19699
200493,174
200494,2752
200495,5981
200496,454
200497,594
200498,17443
200499,794
200500,6360
200501,4195
200502,1824
200503,565
200504,2590
200505,6058
200506,245
200507,3962
200508,2203
200509,1311
200510,8426
200511,10028
200512,26350
200513,14282
200514,11948
200515,742
200516,22498
200517,9772
200518,2511
200519,14279
200520,1962
200521,23170
200522,235
200523,3930
200524,8546
200525,480
200526,510
200527,4498
200528,3651
200529,730
200530,7530
200531,14912
200532,2144
200533,19823
200534,1312
200535,428
200536,1125
200537,1003
200538,3965
200539,6642
200540,2665
200541,2732
200542,2776
200543,4447
200544,602
200545,3430
200546,6278
200547,4380
200548,3923
200549,13581
200550,13577
200551,446
200552,11597
200553,348
200554,12361
200555,2601
200556,4207
200557,12607
200558,6219
200559,1359
200560,2674
200561,4550
200562,20034
200563,5867
200564,10498
200565,26008
200566,8618
200567,1953
200568,8418
200569,286
200570,1828
200571,3738
200572,11195
200573,16780
200574,970
200575,1363
200576,948
200577,886
200578,20432
200579,298
200580,5386
200581,1626
200582,6219
200583,1030
200584,17981
200585,8154
200586,4541
200587,1553
200588,4026
200589,2337
200590,376
200591,10679
200592,4033
200593,10189
200594,9134
200595,685
200596,4935
200597,21402
200598,11797
200599,3653
200600,6850
200601,8377
200602,10072
200603,24694
200604,10862
200605,1439
200606,4299
200607,7051
200608,9036
200609,930
200610,7621
200611,13029
200612,9533
200613,1020
200614,672
200615,1131
200616,2758
200617,1796
200618,4553
200619,295
200620,2573
200621,11017
200622,4820
200623,19658
200624,1225
200625,817
200626,2706
200627,7835
200628,5428
200629,7499
200630,2148
200631,12562
200632,1604
200633,4732
200634,2537
200635,4999
200636,17061
200637,17337
200638,1678
200639,2110
200640,1309
200641,2836
200642,967
200643,6793
200644,21406
200645,2659
200646,7805
200647,9347
200648,306
200649,5839
200650,5668
200651,5157
200652,633
200653,6067
200654,2916
200655,14631
200656,1560
200657,4861
200658,7674
200659,3250
200660,5990
200661,8754
200662,2034
200663,1573
200664,1815
200665,5776
200666,2003
200667,14298
200668,20006
200669,1681
200670,8184
200671,1257
200672,1017
200673,13599
200674,5124
200675,6005
200676,5872
200677,8959
200678,2039
200679,1827
200680,6743
200681,3087
200682,3011
200683,283
200684,426
200685,1546
200686,3188
200687,3192
200688,860
200689,11754
200690,1534
200691,5477
200692,3785
200693,6660
200694,394
200695,444
200696,6328
200697,3772
200698,28407
200699,674
200700,1799
200701,7068
200702,884
200703,7136
200704,808
200705,1199
200706,4000
200707,1990
200708,775
200709,2754
200710,669
200711,5509
200712,12036
200713,9312
200714,1406
200715,32972
200716,1676
200717,1487
200718,5050
200719,3613
200720,2708
200721,1806
200722,2432
200723,4145
200724,987
200725,2133
200726,379
200727,337
200728,3895
200729,3972
200730,1630
200731,4915
200732,974
200733,6429
200734,2408
200735,1025
200736,16352
200737,8434
200738,1828
200739,507
200740,6572
200741,2554
200742,7188
200743,7171
200744,2393
200745,4186
200746,1289
200747,1312
200748,38330
200749,859
200750,12691
200751,6107
200752,3086
200753,4246
200754,2565
200755,3261
200756,4373
200757,3463
200758,2004
200759,1116
200760,16748
200761,3583
200762,2443
200763,2532
200764,815
200765,13841
200766,1279
200767,1086
200768,1023
200769,14670
200770,383
200771,4315
200772,2464
200773,5132
200774,13040
200775,2646
200776,2913
200777,3546
200778,1966
200779,3863
200780,904
200781,4772
200782,691
200783,40123
200784,1353
200785,1615
200786,5035
200787,3891
200788,8935
200789,875
200790,3352
200791,4532
200792,3221
200793,4090
200794,28055
200795,4046
200796,275
200797,4603
200798,5079
200799,21588
200800,2007
200801,512
200802,268
200803,2165
200804,3909
200805,8490
200806,5363
200807,648
200808,3040
200809,1512
200810,2900
200811,816
200812,4269
200813,25352
200814,1209
200815,1491
200816,11134
200817,1082
200818,6236
200819,6192
200820,889
200821,4050
200822,6875
200823,3488
200824,769
200825,13264
200826,3076
200827,2598
200828,11844
200829,12032
200830,7662
200831,4060
200832,5938
200833,1053
200834,1785
200835,1701
200836,2053
200837,3639
200838,1463
200839,5738
200840,3937
200841,7118
200842,3182
200843,3739
200844,7958
200845,682
200846,5684
200847,3753
200848,955
200849,13565
200850,1030
200851,9846
200852,1508
200853,7025
200854,13733
200855,4037
200856,3606
200857,1076
200858,19465
200859,2201
200860,7212
200861,1726
200862,12953
200863,2839
200864,987
200865,26673
200866,7220
200867,4378
200868,2728
200869,880
200870,12461
200871,2129
200872,10156
200873,823
200874,1356
200875,3271
200876,5775
200877,3043
200878,8616
200879,671
200880,315
200881,493
200882,8521
200883,7532
200884,1400
200885,2172
200886,7813
200887,1466
200888,1254
200889,2611
200890,1555
200891,904
200892,5771
200893,1324
200894,933
200895,6136
200896,4193
200897,1879
200898,13530
200899,4172
200900,6275
200901,2837
200902,17094
200903,391
200904,1084
200905,1966
200906,10138
200907,1269
200908,687
200909,306
200910,2033
200911,864
200912,3848
200913,5494
200914,4840
200915,3350
200916,1589
200917,14242
200918,816
200919,3851
200920,1223
200921,5690
200922,705
200923,14375
200924,1295
200925,8698
200926,722
200927,397
200928,5432
200929,922
200930,13591
200931,2240
200932,1030
200933,18890
200934,7863
200935,2254
200936,6609
200937,28547
200938,12539
200939,4015
200940,2731
200941,439
200942,982
200943,1950
200944,17609
200945,1710
200946,1358
200947,884
200948,7685
200949,17468
200950,5388
200951,7727
200952,12028
200953,2021
200954,1386
200955,18744
200956,4714
200957,2812
200958,1404
200959,1042
200960,3713
200961,4938
200962,8843
200963,1112
200964,2548
200965,5573
200966,2189
200967,4790
200968,3947
200969,3453
200970,13261
200971,1378
200972,4236
200973,10890
200974,17091
200975,3617
200976,29481
200977,12535
200978,2378
200979,699
200980,10278
200981,1920
200982,5812
200983,1048
200984,616
200985,25933
200986,14118
200987,1073
200988,388
200989,1384
200990,743
200991,1227
200992,3100
200993,645
200994,2870
200995,1360
200996,7369
200997,64
200998,1465
200999,9635
201000,4420
201001,8570
201002,18202
201003,15541
201004,564
201005,797
201006,5023
201007,1558
201008,6324
201009,4154
201010,8350
201011,12626
201012,3759
201013,12054
201014,2650
201015,6649
201016,1491
201017,2978
201018,2536
201019,12923
201020,7644
201021,1870
201022,7082
201023,30442
201024,6409
201025,2652
201026,4723
201027,3456
201028,3937
201029,1679
201030,6645
201031,15297
201032,701
201033,9231
201034,397
201035,4332
201036,1200
201037,1902
201038,1373
201039,4135
201040,1512
201041,425
201042,3247
201043,960
201044,6320
201045,3941
201046,2284
201047,755
201048,7973
201049,710
201050,6705
201051,1312
201052,4156
201053,962
201054,2916
201055,3941
201056,2627
201057,1929
201058,8511
201059,9926
201060,629
201061,10950
201062,2936
201063,23248
201064,1998
201065,1196
201066,1146
201067,16817
201068,12985
201069,2873
201070,24911
201071,618
201072,2447
201073,2237
201074,23106
201075,3927
201076,1710
201077,7335
201078,2039
201079,9963
201080,2942
201081,17928
201082,5009
201083,1081
201084,987
201085,1606
201086,9249
201087,1570
201088,6706
201089,6780
201090,7713
201091,610
201092,7344
201093,1601
201094,5413
201095,2166
201096,2970
201097,546
201098,5245
201099,545
201100,1988
201101,7923
201102,2778
201103,4039
201104,2912
201105,5844
201106,737
201107,1089
201108,2041
201109,6884
201110,3073
201111,4484
201112,10275
201113,7445
201114,4614
201115,21422
201116,903
201117,933
201118,1391
201119,4883
201120,3140
201121,2723
201122,8434
201123,5831
201124,12244
201125,1659
201126,482
201127,11782
201128,7090
201129,19018
201130,3339
201131,3344
201132,4686
201133,1626
201134,7206
201135,2174
201136,5509
201137,706
201138,643
201139,5433
201140,12381
201141,651
201142,1888
201143,8670
201144,2491
201145,6703
201146,3179
201147,3052
201148,2079
201149,806
201150,3805
201151,10810
201152,1523
201153,2248
201154,6827
201155,4033
201156,1301
201157,1049
201158,1464
201159,1658
201160,737
201161,2966
201162,785
201163,8322
201164,1909
201165,1350
201166,3118
201167,952
201168,904
201169,1702
201170,12741
201171,7117
201172,13174
201173,15226
201174,495
201175,1697
201176,2034
201177,1803
201178,3504
201179,1068
201180,2139
201181,14174
201182,744
201183,3745
201184,2445
201185,2697
201186,921
201187,13176
201188,4279
201189,28174
201190,2248
201191,10235
201192,3869
201193,1126
201194,519
201195,3845
201196,6947
201197,5994
201198,4830
201199,850
201200,5130
201201,246
201202,19867
201203,1412
201204,2462
201205,2120
201206,2858
201207,3764
201208,11116
201209,677
201210,5885
201211,340
201212,21938
201213,7267
201214,20370
201215,1344
201216,1620
201217,268
201218,1996
201219,717
201220,3302
201221,3235
201222,3940
201223,10569
201224,14378
201225,4180
201226,1195
201227,3238
201228,2052
201229,13795
201230,2602
201231,5396
201232,18409
201233,4817
201234,27810
201235,21338
201236,3414
201237,14815
201238,1331
201239,10713
201240,1197
201241,7127
201242,1484
201243,2480
201244,8084
201245,4396
201246,678
201247,23963
201248,506
201249,6839
201250,3854
201251,5503
201252,1394
201253,7343
201254,9079
201255,8355
201256,28082
201257,979
201258,9125
201259,3319
201260,40099
201261,6132
201262,811
201263,5715
201264,15105
201265,1097
201266,431
201267,660
201268,1617
201269,6170
201270,1497
201271,5952
201272,7281
201273,597
201274,1431
201275,7133
201276,3053
201277,1131
201278,11673
201279,4388
201280,4047
201281,1178
201282,2565
201283,1773
201284,2811
201285,1352
201286,1510
201287,498
201288,1423
201289,636
201290,2188
201291,6358
201292,4398
201293,3079
201294,3406
201295,4903
201296,2558
201297,2308
201298,651
201299,1868
201300,22180
201301,4385
201302,13367
201303,2321
201304,9582
201305,4350
201306,8188
201307,1255
201308,4304
201309,3440
201310,13525
201311,5337
201312,30117
201313,31323
201314,2700
201315,1475
201316,2253
201317,5452
201318,8147
201319,2305
201320,4734
201321,880
201322,8769
201323,5061
201324,5863
201325,9848
201326,10711
201327,1640
201328,3974
201329,1070
201330,16628
201331,3698
201332,8179
201333,15856
201334,1655
201335,15801
201336,612
201337,9623
201338,5695
201339,2266
201340,12506
201341,9633
201342,45579
201343,4777
201344,7555
201345,27492
201346,16233
201347,644
201348,698
201349,7599
201350,3702
201351,3784
201352,585
201353,721
201354,7031
201355,12850
201356,11205
201357,7747
201358,4302
201359,5873
201360,2038
201361,10447
201362,9891
201363,10079
201364,8393
201365,8042
201366,13303
201367,19663
201368,3453
201369,5402
201370,13668
201371,3457
201372,24443
201373,1349
201374,9060
201375,1361
201376,851
201377,6633
201378,2705
201379,14709
201380,1204
201381,2148
201382,14463
201383,3005
201384,496
201385,8249
201386,4018
201387,7377
201388,10100
201389,3212
201390,34952
201391,1066
201392,2105
201393,2267
201394,7443
201395,17574
201396,9502
201397,11156
201398,6147
201399,2505
201400,1693
201401,2896
201402,3291
201403,12233
201404,3610
201405,1854
201406,28108
201407,23198
201408,8678
201409,9990
201410,933
201411,2297
201412,7049
201413,19486
201414,6831
201415,1806
201416,1421
201417,1046
201418,1182
201419,14560
201420,17869
201421,11241
201422,1292
201423,7506
201424,11168
201425,1078
201426,1179
201427,3575
201428,4789
201429,2042
201430,11505
201431,10633
201432,1012
201433,2004
201434,655
201435,3740
201436,3688
201437,5677
201438,1638
201439,6202
201440,6056
201441,16109
201442,3962
201443,8189
201444,714
201445,590
201446,2418
201447,7323
201448,2755
201449,16054
201450,694
201451,733
201452,8554
201453,1113
201454,3832
201455,3329
201456,4255
201457,3108
201458,1320
201459,5292
201460,1406
201461,3635
201462,6951
201463,5336
201464,4134
201465,13634
201466,716
201467,3500
201468,6872
201469,3274
201470,6000
201471,1167
201472,571
201473,14848
201474,1164
201475,2041
201476,1663
201477,4168
201478,3198
201479,2753
201480,1345
201481,10878
201482,41238
201483,9395
201484,1412
201485,11854
201486,5145
201487,1191
201488,13516
201489,3408
201490,21344
201491,1169
201492,1848
201493,5580
201494,1324
201495,557
201496,2073
201497,19378
201498,6172
201499,1502
201500,12128
201501,23967
201502,11167
201503,1627
201504,10473
201505,1073
201506,15511
201507,6994
201508,843
201509,6256
201510,676
201511,2678
201512,1855
201513,1682
201514,891
201515,3903
201516,874
201517,4298
201518,3641
201519,1697
201520,4275
201521,1522
201522,45638
201523,8342
201524,1638
201525,7448
201526,6727
201527,427
201528,6727
201529,2797
201530,15541
201531,18291
201532,5229
201533,14547
201534,5414
201535,19009
201536,1445
201537,919
201538,751
201539,778
201540,25822
201541,763
201542,300
201543,18383
201544,309
201545,2175
201546,7697
201547,10273
201548,2771
201549,3769
201550,4221
201551,7487
201552,4936
201553,9987
201554,3155
201555,7828
201556,2927
201557,4086
201558,7035
201559,6151
201560,589
201561,1029
201562,6553
201563,1669
201564,1011
201565,1926
201566,17581
201567,939
201568,933
201569,282
201570,3259
201571,743
201572,1038
201573,2634
201574,502
201575,8726
201576,630
201577,9200
201578,6482
201579,5847
201580,1213
201581,1472
201582,1328
201583,3350
201584,1560
201585,2312
201586,550
201587,1491
201588,1147
201589,785
201590,418
201591,947
201592,22875
201593,1085
201594,1679
201595,7951
201596,1537
201597,5410
201598,522
201599,4015
201600,4674
201601,1454
201602,2453
201603,8520
201604,623
201605,4577
201606,4541
201607,197
201608,9283
201609,3478
201610,13350
201611,15285
201612,26890
201613,8985
201614,4269
201615,3133
201616,7008
201617,1920
201618,1648
201619,1468
201620,2441
201621,3297
201622,682
201623,2787
201624,2480
201625,2830
201626,7407
201627,11911
201628,7575
201629,26589
201630,7051
201631,8225
201632,1214
201633,3590
201634,11013
201635,8812
201636,8705
201637,8914
201638,4726
201639,1352
201640,2696
201641,12621
201642,11936
201643,467
201644,2743
201645,681
201646,11456
201647,2329
201648,328
201649,3400
201650,12541
201651,6603
201652,13119
201653,33046
201654,15079
201655,3695
201656,4210
201657,13325
201658,945
201659,4095
201660,11277
201661,4820
201662,3828
201663,1211
201664,2844
201665,830
201666,3308
201667,3781
201668,792
201669,895
201670,6185
201671,1230
201672,312
201673,5917
201674,596
201675,54816
201676,1540
201677,7857
201678,5251
201679,2415
201680,5071
201681,358
201682,4230
201683,1779
201684,1513
201685,684
201686,11994
201687,3315
201688,2740
201689,25839
201690,7993
201691,2253
201692,8158
201693,1773
201694,9874
201695,4142
201696,17875
201697,794
201698,3602
201699,612
201700,4611
201701,11698
201702,7262
201703,15177
201704,5069
201705,1693
201706,1675
201707,28232
201708,1565
201709,2261
201710,11298
201711,1418
201712,10594
201713,2945
201714,19995
201715,7259
201716,825
201717,13773
201718,36549
201719,2031
201720,9574
201721,2641
201722,6445
201723,817
201724,1360
201725,1434
201726,15480
201727,1090
201728,624
201729,2076
201730,1091
201731,12272
201732,5839
201733,14098
201734,926
201735,2855
201736,9245
201737,20808
201738,4336
201739,1394
201740,974
201741,236
201742,746
201743,1275
201744,1246
201745,1497
201746,1263
201747,4497
201748,3269
201749,11170
201750,1924
201751,7841
201752,5330
201753,1223
201754,10369
201755,16867
201756,5717
201757,3034
201758,2699
201759,1799
201760,1073
201761,18611
201762,5049
201763,1549
201764,3566
201765,7092
201766,2294
201767,1020
201768,22057
201769,1452
201770,22358
201771,2538
201772,1451
201773,11498
201774,1108
201775,18073
201776,1108
201777,634
201778,2052
201779,3268
201780,23411
201781,4264
201782,860
201783,3449
201784,720
201785,9474
201786,809
201787,6266
201788,1688
201789,2062
201790,4027
201791,1501
201792,2636
201793,1842
201794,534
201795,6557
201796,1110
201797,25738
201798,1415
201799,8626
201800,982
201801,1169
201802,641
201803,3061
201804,6517
201805,4509
201806,2351
201807,3973
201808,3843
201809,384
201810,4523
201811,13533
201812,2021
201813,2833
201814,7924
201815,1386
201816,4895
201817,2874
201818,13562
201819,36383
201820,10928
201821,1287
201822,996
201823,22908
201824,3220
201825,7655
201826,1617
201827,2684
201828,5691
201829,28253
201830,1535
201831,3246
201832,1916
201833,760
201834,7795
201835,5055
201836,11339
201837,13477
201838,5068
201839,834
201840,34708
201841,6718
201842,6388
201843,10731
201844,22135
201845,2028
201846,22224
201847,3307
201848,1630
201849,3206
201850,1171
201851,2577
201852,1481
201853,9783
201854,667
201855,4482
201856,12207
201857,10992
201858,11095
201859,673
201860,1658
201861,6591
201862,6318
201863,580
201864,6774
201865,4415
201866,857
201867,1191
201868,7418
201869,4681
201870,7904
201871,16327
201872,6197
201873,25749
201874,533
201875,2177
201876,4406
201877,2655
201878,9789
201879,3493
201880,541
201881,3148
201882,4721
201883,1184
201884,6192
201885,47067
201886,898
201887,3247
201888,7498
201889,3408
201890,4363
201891,1886
201892,1275
201893,16458
201894,3752
201895,7318
201896,7756
201897,1565
201898,10534
201899,839
201900,926
201901,488
201902,1068
201903,8638
201904,373
201905,1613
201906,10316
201907,1013
201908,1229
201909,2257
201910,5771
201911,2934
201912,1898
201913,1308
201914,3785
201915,2291
201916,4973
201917,1614
201918,6161
201919,4036
201920,1269
201921,1081
201922,15789
201923,1324
201924,428
201925,6944
201926,651
201927,20935
201928,2474
201929,495
201930,354
201931,16890
201932,8766
201933,4629
201934,9511
201935,31701
201936,2165
201937,10458
201938,11044
201939,50083
201940,1451
201941,2978
201942,9867
201943,1259
201944,1698
201945,6489
201946,1242
201947,19406
201948,2730
201949,802
201950,5104
201951,1597
201952,1668
201953,5823
201954,13708
201955,7346
201956,1719
201957,1558
201958,1093
201959,1361
201960,14074
201961,5504
201962,1746
201963,2073
201964,10991
201965,5646
201966,2159
201967,1869
201968,3964
201969,7030
201970,11421
201971,4320
201972,15567
201973,2344
201974,10382
201975,2279
201976,5639
201977,3766
201978,11584
201979,3292
201980,884
201981,15297
201982,8461
201983,8905
201984,2734
201985,535
201986,4059
201987,3451
201988,4547
201989,3459
201990,64756
201991,6420
201992,1651
201993,2171
201994,855
201995,1822
201996,4220
201997,18500
201998,1166
201999,866
202000,5017
202001,10229
202002,3926
202003,479
202004,4573
202005,3292
202006,280
202007,6753
202008,1906
202009,1763
202010,5835
202011,3341
202012,316
202013,6887
202014,10862
202015,7281
202016,11356
202017,1315
202018,862
202019,903
202020,1279
202021,6358
202022,1131
202023,4001
202024,16626
202025,1259
202026,8574
202027,6489
202028,2625
202029,278
202030,3681
202031,7325
202032,576
202033,2333
202034,5120
202035,53262
202036,3488
202037,1748
202038,3051
202039,4407
202040,7583
202041,63291
202042,7674
202043,955
202044,6503
202045,1337
202046,3181
202047,2051
202048,752
202049,1743
202050,4722
202051,1514
202052,317
202053,2741
202054,1121
202055,8263
202056,1621
202057,4257
202058,4098
202059,986
202060,4520
202061,14365
202062,1305
202063,9577
202064,12525
202065,5134
202066,1026
202067,2540
202068,835
202069,3157
202070,7333
202071,2439
202072,2335
202073,8168
202074,25839
202075,2075
202076,7938
202077,7049
202078,2087
202079,2930
202080,12151
202081,7096
202082,1682
202083,1265
202084,5813
202085,6643
202086,7033
202087,6419
202088,4817
202089,4030
202090,2036
202091,210
202092,1456
202093,703
202094,4626
202095,11945
202096,1605
202097,3986
202098,2129
202099,8102
202100,9988
202101,1912
202102,10278
202103,1654
202104,1315
202105,1447
202106,7498
202107,1789
202108,1491
202109,3471
202110,9814
202111,3300
202112,4666
202113,9366
202114,14068
202115,1184
202116,2314
202117,1034
202118,5730
202119,719
202120,6684
202121,45387
202122,2407
202123,3171
202124,1287
202125,1155
202126,1963
202127,5924
202128,12009
202129,590
202130,2275
202131,4160
202132,10143
202133,1669
202134,8463
202135,14764
202136,4219
202137,3972
202138,13616
202139,3102
202140,1573
202141,1367
202142,665
202143,5605
202144,1105
202145,3612
202146,1444
202147,1744
202148,61
202149,3241
202150,8145
202151,6609
202152,5656
202153,12970
202154,7089
202155,1480
202156,6991
202157,1133
202158,616
202159,13373
202160,6003
202161,18531
202162,9429
202163,991
202164,2921
202165,2955
202166,5745
202167,341
202168,11776
202169,2363
202170,6203
202171,17495
202172,806
202173,10059
202174,385
202175,7977
202176,352
202177,2934
202178,13322
202179,16450
202180,1454
202181,2811
202182,1625
202183,1161
202184,1108
202185,2515
202186,2661
202187,2275
202188,19827
202189,1918
202190,5024
202191,1891
202192,8803
202193,6666
202194,5972
202195,5226
202196,40488
202197,13132
202198,2414
202199,893
202200,41227
202201,1017
202202,1806
202203,2667
202204,3550
202205,7338
202206,4497
202207,16295
202208,5455
202209,2875
202210,2141
202211,19133
202212,6311
202213,5683
202214,1198
202215,12174
202216,2243
202217,600
202218,14386
202219,940
202220,8204
202221,38995
202222,5742
202223,6947
202224,14423
202225,22972
202226,2140
202227,1547
202228,7896
202229,23481
202230,1036
202231,5248
202232,2486
202233,1970
202234,5872
202235,1540
202236,3419
202237,1759
202238,4643
202239,4418
202240,1566
202241,645
202242,1692
202243,4204
202244,3373
202245,1420
202246,6585
202247,6762
202248,659
202249,1117
202250,1513
202251,11712
202252,4529
202253,10006
202254,5974
202255,11264
202256,1239
202257,5349
202258,10573
202259,612
202260,13417
202261,6459
202262,3086
202263,1326
202264,451
202265,17601
202266,2169
202267,9783
202268,7173
202269,10288
202270,32031
202271,917
202272,4296
202273,622
202274,993
202275,4532
202276,1748
202277,8388
202278,943
202279,2376
202280,836
202281,1085
202282,7275
202283,1355
202284,1702
202285,14290
202286,5146
202287,1310
202288,1149
202289,2891
202290,5648
202291,863
202292,269
202293,1672
202294,2427
202295,4404
202296,915
202297,6379
202298,538
202299,680
202300,15282
202301,2947
202302,3165
202303,1359
202304,7702
202305,5426
202306,7923
202307,437
202308,277
202309,5337
202310,17319
202311,5362
202312,7019
202313,2651
202314,691
202315,8565
202316,2986
202317,672
202318,17208
202319,2017
202320,588
202321,3743
202322,18513
202323,3834
202324,3533
202325,14964
202326,1601
202327,17125
202328,9000
202329,432
202330,350
202331,35922
202332,32277
202333,7406
202334,648
202335,5581
202336,13875
202337,565
202338,1132
202339,4274
202340,757
202341,6066
202342,2922
202343,4262
202344,16520
202345,3408
202346,7545
202347,8991
202348,10503
202349,16742
202350,7292
202351,23248
202352,6788
202353,2044
202354,16720
202355,14955
202356,1119
202357,2069
202358,849
202359,2654
202360,17823
202361,3189
202362,2377
202363,2461
202364,2018
202365,20640
202366,1436
202367,9748
202368,384
202369,6091
202370,942
202371,3723
202372,4405
202373,704
202374,14817
202375,2318
202376,1936
202377,6882
202378,2578
202379,2066
202380,4408
202381,14626
202382,5095
202383,12316
202384,16987
202385,13274
202386,12323
202387,1091
